text,label
Re boammaaruri ka molao,2
thulaganyo o dira dikgwetlho,0
batho o dira rata,2
tonakgolo o dira tlhokafalo,0
thuto e mathata thata,0
modulasetilo e monate thata,2
molao e teng,1
kgethololo e teng,1
modulasetilo e bogale thata,0
Re rata ka thulaganyo,2
tokololo o dira monate,2
boitekanelo o dira tlhaelo,0
Batho ba bua ka molao,1
Batho ba itumelela thulaganyo,2
Ke botoka palamente,2
boeteledipele o dira botlhoko,0
batho o kae,1
Ke botoka puso,2
Ke tlhaelo ikonomi,0
ditshwanelo e botoka thata,2
Re boitumelo ka thuto,2
boeteledipele o kae,1
Ke bona molao,1
modulasetilo o kae,1
Ke bona kgethololo,1
Batho ba mathata ikonomi,0
Ke bona molao,1
ditshwanelo o dira bogale,0
Batho ba mathata molao,0
puso e tlhaelo thata,0
Ke kgatelelo tshiamelo,0
ikonomi o dira molemo,2
Re botoka ka tonakgolo,2
Re rata ka boitekanelo,2
boitekanelo e kgotla thata,2
Re tlhong ka setšhaba,0
Re rata ka dikgethololo,2
Batho ba sentle molao,2
thuto o dira monate,2
palamente e tlhokafalo thata,0
Re tlhokafalo ka kgethololo,0
modulasetilo e teng,1
polotiki e bosula thata,0
Re molemo ka tonakgolo,2
thuto e pabalesego thata,2
polotiki o kae,1
boeteledipele o kae,1
boeteledipele e teng,1
Re thabo ka polotiki,2
Batho ba bua ka modulasetilo,1
Ke tlhaelo thuto,0
Ke kgotso setšhaba,2
Ke botoka setšhaba,2
Re boferefere ka tshiamelo,0
Batho ba bua ka batho,1
puso o dira tshiamo,2
thuto o dira kgotla,2
mmuso e sentle thata,2
mmuso e teng,1
thulaganyo o dira sentle,2
kgethololo o dira kgatelelo,0
Batho ba bua ka mmuso,1
Ke bona ditshwanelo,1
setšhaba e teng,1
Re itse lekgotla,1
setšhaba e hutsafala thata,0
Ke bona puso,1
Ke boammaaruri polotiki,2
Ke bosula lekgotla,0
kgethololo o dira sentle,2
Re boikepo ka polotiki,0
molao e tlhaelo thata,0
tonakgolo o dira kgalefo,0
Batho ba monate lekgotla,2
Batho ba maswe ditshwanelo,0
Re hutsafala ka boeteledipele,0
thuto e hutsafala thata,0
Re boferefere ka tonakgolo,0
Batho ba tlhaelo lekgotla,0
modulasetilo o dira hutsafala,0
Batho ba tlhong boitekanelo,0
ikonomi e teng,1
Re itse tokololo,1
thuto o dira kgotla,2
Ke bogale kgethololo,0
ikonomi e teng,1
tshiamelo o kae,1
Batho ba itumelela setšhaba,2
modulasetilo e monate thata,2
Re botlhoko ka ditshwanelo,0
palamente e mathata thata,0
Batho ba bua ka kgethololo,1
Batho ba kutlwelobotlhoko tonakgolo,0
Ke bona tonakgolo,1
Re sentle ka puso,2
batho e teng,1
batho o kae,1
Re tlhong ka modulasetilo,0
Batho ba bua ka batho,1
mmuso e tlhokafalo thata,0
Ke hutsafala palamente,0
Batho ba bua ka dikgethololo,1
Batho ba bosula kgethololo,0
Ke hutsafala ikonomi,0
tshiamelo o kae,1
Re pabalesego ka modulasetilo,2
Batho ba kgalefo dikgethololo,0
Batho ba hutsafala tshiamelo,0
boitekanelo o dira rata,2
palamente o kae,1
Ke bona tokololo,1
mmuso o dira sentle,2
Ke botoka mmuso,2
tonakgolo e boikepo thata,0
Ke mathata tokololo,0
Batho ba maswe molao,0
tokololo o kae,1
thuto e teng,1
Ke hutsafala boitekanelo,0
Re kgatelelo ka palamente,0
mmuso e teng,1
Ke itumelela molao,2
Ke kgotla modulasetilo,2
thuto e tlhokafalo thata,0
tshiamelo o kae,1
Ke thabo modulasetilo,2
tokololo e kgotla thata,2
Re dikgwetlho ka polotiki,0
Re tlhaelo ka setšhaba,0
boeteledipele e botlhoko thata,0
Batho ba mathata thuto,0
Batho ba botlhoko polotiki,0
Re tlhaelo ka thuto,0
Re siame ka dikgethololo,2
Re botlhoko ka tshiamelo,0
batho e bogale thata,0
Ke bona batho,1
thuto e teng,1
Batho ba boitumelo polotiki,2
Batho ba kgotso molao,2
ditshwanelo o dira mathata,0
tokololo e maswe thata,0
tokololo e teng,1
thulaganyo e itumelela thata,2
Ke bona batho,1
batho e teng,1
Ke bona kgethololo,1
Re thabo ka molao,2
thuto o kae,1
Ke kutlwelobotlhoko palamente,0
Batho ba kgalefo dikgethololo,0
dikgethololo o kae,1
ikonomi o dira molemo,2
puso o kae,1
boitekanelo e teng,1
palamente e teng,1
Batho ba kgatelelo thuto,0
Re boferefere ka palamente,0
Ke boferefere boitekanelo,0
Batho ba boitumelo kgethololo,2
Batho ba boitumelo boeteledipele,2
Ke bona polotiki,1
Re mathata ka thuto,0
puso o kae,1
Ke boferefere dikgethololo,0
boeteledipele o dira tshiamo,2
tshiamelo o dira sentle,2
Re tlhokafalo ka puso,0
Re tlhong ka ikonomi,0
Batho ba kgalefo batho,0
Batho ba rata dikgethololo,2
Ke botlhoko ikonomi,0
Batho ba bua ka lekgotla,1
puso o kae,1
Ke tlhaelo polotiki,0
ditshwanelo o dira kagiso,2
lekgotla o kae,1
Re tlhong ka mmuso,0
Batho ba tlhong puso,0
Re bosula ka setšhaba,0
ikonomi e teng,1
dikgethololo e tshiamo thata,2
Ke kutlwelobotlhoko palamente,2
puso e teng,1
boitekanelo o dira dikgwetlho,0
tokololo o dira kutlwelobotlhoko,2
boeteledipele o kae,1
Ke tlhokafalo setšhaba,0
Batho ba kutlwelobotlhoko thuto,2
Ke kgotla thulaganyo,2
Re itse tonakgolo,1
Ke bogale molao,0
Ke bona boeteledipele,1
Re itse boeteledipele,1
Batho ba bua ka palamente,1
Ke bona boitekanelo,1
puso e thabo thata,2
Batho ba bua ka thuto,1
Ke itumelela boitekanelo,2
Re boammaaruri ka modulasetilo,2
Masisi o dira tiro e molemo mo pusong,2
BDP e tsweletse ka thulaganyo e e siameng,2
Palamente e dirile ditshwetso tse di siameng,2
Batswana ba itumelela kgolo ya ikonomi,2
Mmuso o thusa batho ka mananeo a thuto,2
Kgotso e teng mo Botswana,2
The government is doing excellent work for development,2
I love how Botswana maintains peace and stability,2
BDP's policies are really helping the economy grow,2
Masisi's leadership brings hope to batho,2
Parliament passed good laws for ditshwanelo,2
Mmuso o paletswe ke go rarabolola mathata,0
Boferefere bo ntse bo le teng mo pusong,0
Batho ba hutsafetse ka maemo a ikonomi,0
Dikgwetlho tsa tlhokafalo di oketsegile,0
Palamente ga e dire sepe go thusa setšhaba,0
The government has failed batho badly,0
Corruption is destroying our beautiful country,0
I'm disappointed with the current leadership,0
BDP policies are causing more mathata for people,0
"Politicians only care about themselves, not batho",0
Palamente e kopane gompieno go sekaseka molao,1
Masisi o ne a bua ka thulaganyo ya naga,1
BDP le UDC ba tla kopana mo kgotleng,1
Batswana ba tla tlhopha mo dikgetholong,1
Mmuso o tla itsise ka tshwetso ya bone,1
Parliament will discuss the new budget today,1
The election date has been announced,1
Political parties are preparing for campaigns,1
Citizens will vote for their preferred candidates,1
Government officials met with traditional leaders,1
Batho ba bua ka kgethololo,1
Ke maswe polotiki,0
Re boikepo ka batho,0
puso o kae,1
setšhaba e teng,1
tshiamelo o dira thabo,2
modulasetilo o dira hutsafala,0
Batho ba mathata puso,0
Batho ba dikgwetlho dikgethololo,0
Re itumelela ka ditshwanelo,2
Batho ba tlhokafalo kgethololo,0
Re maswe ka lekgotla,0
Ke tlhokafalo mmuso,0
kgethololo e kgotso thata,2
Batho ba bua ka polotiki,1
Ke kutlwelobotlhoko puso,2
boitekanelo o kae,1
tshiamelo e kutlwelobotlhoko thata,0
Batho ba siame palamente,2
Batho ba bua ka molao,1
Re itse batho,1
tonakgolo o kae,1
mmuso o kae,1
Batho ba boitumelo mmuso,2
Batho ba botoka batho,2
Ke itumelela mmuso,2
puso o dira kgatelelo,0
Batho ba bua ka boeteledipele,1
Re bosula ka dikgethololo,0
Batho ba monate tokololo,2
molao o dira pabalesego,2
ditshwanelo o dira kgotso,2
Re itse tshiamelo,1
palamente e botlhoko thata,0
Batho ba bosula polotiki,0
setšhaba e teng,1
boeteledipele o dira rata,2
batho e kgotso thata,2
Batho ba kagiso boitekanelo,2
ikonomi e boammaaruri thata,2
ditshwanelo o dira kgatelelo,0
Ke rata ditshwanelo,2
batho o kae,1
thuto e teng,1
Ke tlhokafalo batho,0
Batho ba lapile batho,0
Ke rata dikgethololo,2
Ke tshiamo ditshwanelo,2
tshiamelo o dira kgalefo,0
Re itse polotiki,1
Re monate ka palamente,2
Re itse setšhaba,1
lekgotla o dira bosula,0
Ke dikgwetlho molao,0
ditshwanelo e botlhoko thata,0
Ke rata ikonomi,2
tonakgolo o dira maswe,0
Batho ba thabo thuto,2
boitekanelo o kae,1
Re siame ka tonakgolo,2
Batho ba dikgwetlho puso,0
Ke bona boitekanelo,1
Ke bona dikgethololo,1
lekgotla o dira kgatelelo,0
kgethololo o dira mathata,0
lekgotla e boitumelo thata,2
Ke bona dikgethololo,1
Ke kgatelelo puso,0
boeteledipele o dira kagiso,2
Ke mathata mmuso,0
Batho ba bua ka thulaganyo,1
tshiamelo o dira kgotla,2
ditshwanelo o dira kgotla,2
Re tlhong ka puso,0
puso e teng,1
Ke kgotla batho,2
mmuso e teng,1
Re itse dikgethololo,1
modulasetilo o kae,1
Batho ba tlhokafalo kgethololo,0
modulasetilo o dira rata,2
mmuso o dira botoka,2
Ke bona setšhaba,1
Batho ba kutlwelobotlhoko thuto,2
ditshwanelo e boitumelo thata,2
Ke kutlwelobotlhoko modulasetilo,0
Ke boferefere ikonomi,0
Batho ba thabo lekgotla,2
tshiamelo e teng,1
kgethololo o kae,1
modulasetilo e hutsafala thata,0
thulaganyo o kae,1
polotiki e teng,1
Batho ba tlhong batho,0
Ke tshiamo ditshwanelo,2
puso o dira tshiamo,2
mmuso e teng,1
kgethololo o kae,1
mmuso e teng,1
ikonomi e tshiamo thata,2
Batho ba pabalesego palamente,2
Batho ba hutsafala lekgotla,0
Re itse molao,1
ikonomi o dira lapile,0
lekgotla o dira lapile,0
mmuso e teng,1
Batho ba bua ka ditshwanelo,1
Batho ba bua ka dikgethololo,1
Batho ba bua ka kgethololo,1
Re kutlwelobotlhoko ka palamente,2
tonakgolo e tlhokafalo thata,0
Batho ba kgotso boeteledipele,2
Re itse puso,1
Batho ba monate tshiamelo,2
tokololo e teng,1
ditshwanelo o dira kgalefo,0
Re boikepo ka molao,0
Re thabo ka molao,2
Batho ba itumelela puso,2
molao o dira botlhoko,0
Re hutsafala ka polotiki,0
thuto o dira kagiso,2
Re itse ikonomi,1
lekgotla e kagiso thata,2
Batho ba boitumelo modulasetilo,2
modulasetilo e tlhong thata,0
ikonomi e kagiso thata,2
Re tshiamo ka molao,2
thuto o dira tlhong,0
palamente o dira botoka,2
palamente e kgotso thata,2
Re kgatelelo ka boeteledipele,0
kgethololo e boferefere thata,0
Ke bona lekgotla,1
lekgotla e molemo thata,2
Ke kgatelelo setšhaba,0
Ke kutlwelobotlhoko ikonomi,2
molao e teng,1
Ke siame molao,2
dikgethololo o dira itumelela,2
Ke pabalesego setšhaba,2
Ke boammaaruri ikonomi,2
Re bosula ka ditshwanelo,0
tshiamelo o dira boferefere,0
dikgethololo e tlhokafalo thata,0
Re itse molao,1
Ke hutsafala lekgotla,0
palamente e rata thata,2
Ke bona tshiamelo,1
boitekanelo o dira tlhokafalo,0
Batho ba mathata boitekanelo,0
setšhaba o kae,1
Ke bona tshiamelo,1
Re siame ka setšhaba,2
boitekanelo e botoka thata,2
Ke bogale tshiamelo,0
polotiki e teng,1
Ke bona kgethololo,1
Batho ba mathata setšhaba,0
Ke lapile tokololo,0
Re thabo ka thuto,2
dikgethololo e botoka thata,2
Batho ba boitumelo thulaganyo,2
Batho ba bogale palamente,0
Re tlhokafalo ka thulaganyo,0
Ke kutlwelobotlhoko tokololo,2
Ke sentle thulaganyo,2
tokololo o dira thabo,2
boitekanelo e teng,1
Ke rata modulasetilo,2
mmuso o dira siame,2
Re kutlwelobotlhoko ka lekgotla,0
ditshwanelo o dira monate,2
Ke bona batho,1
lekgotla e boammaaruri thata,2
Batho ba bua ka batho,1
Re kagiso ka boitekanelo,2
Re itse setšhaba,1
thuto e bogale thata,0
mmuso o kae,1
tokololo o dira botlhoko,0
Re pabalesego ka molao,2
Batho ba monate boeteledipele,2
Re itse ditshwanelo,1
Re itse tonakgolo,1
boitekanelo o dira kgotso,2
Re tshiamo ka dikgethololo,2
Re tshiamo ka dikgethololo,2
Re bogale ka setšhaba,0
polotiki o dira tlhong,0
Batho ba tshiamo boitekanelo,2
Re tshiamo ka palamente,2
Re siame ka boeteledipele,2
Ke bona palamente,1
Batho ba kgalefo molao,0
palamente o dira tlhong,0
Ke dikgwetlho setšhaba,0
batho o dira kgalefo,0
Re itse ikonomi,1
Re bogale ka boitekanelo,0
thulaganyo e teng,1
mmuso e tlhokafalo thata,0
batho o kae,1
Re itse puso,1
Re tlhokafalo ka batho,0
Ke bona boitekanelo,1
setšhaba e teng,1
Batho ba rata lekgotla,2
Re itse puso,1
Ke bona ikonomi,1
tshiamelo e boitumelo thata,2
Ke pabalesego ikonomi,2
Re itse kgethololo,1
Batho ba bua ka thulaganyo,1
boeteledipele o kae,1
Batho ba bua ka palamente,1
mmuso o kae,1
Ke bona thuto,1
Ke boammaaruri tonakgolo,2
Ke bosula dikgethololo,0
modulasetilo o dira botoka,2
Re kutlwelobotlhoko ka polotiki,0
Batho ba boikepo kgethololo,0
polotiki e teng,1
thulaganyo e maswe thata,0
Re botoka ka molao,2
tonakgolo o dira sentle,2
ditshwanelo e thabo thata,2
tshiamelo o kae,1
boeteledipele o kae,1
Re botlhoko ka boeteledipele,0
Batho ba bua ka thulaganyo,1
mmuso o kae,1
Batho ba maswe boeteledipele,0
Batho ba bua ka tonakgolo,1
ikonomi e monate thata,2
Ke kutlwelobotlhoko ikonomi,2
kgethololo e boitumelo thata,2
boitekanelo e teng,1
Batho ba bua ka palamente,1
Batho ba mathata tshiamelo,0
ditshwanelo o dira kutlwelobotlhoko,2
Re itse molao,1
Re itse palamente,1
Batho ba molemo boeteledipele,2
Ke bona thuto,1
Re monate ka tokololo,2
Batho ba bua ka palamente,1
batho o dira rata,2
Re itse lekgotla,1
Batho ba bua ka modulasetilo,1
mmuso e kgalefo thata,0
Batho ba bua ka setšhaba,1
tonakgolo e boammaaruri thata,2
Re itse kgethololo,1
thuto o kae,1
thuto e teng,1
polotiki e teng,1
boitekanelo o kae,1
Re kutlwelobotlhoko ka molao,2
Ke bosula thuto,0
Re tlhokafalo ka tshiamelo,0
Batho ba bua ka boitekanelo,1
Ke tlhong lekgotla,0
Re itse modulasetilo,1
Ke bona palamente,1
tokololo o dira tlhokafalo,0
Ke dikgwetlho mmuso,0
ditshwanelo e bogale thata,0
polotiki e teng,1
kgethololo e kgotla thata,2
ikonomi o dira botoka,2
Re itse dikgethololo,1
puso o dira thabo,2
Ke rata ikonomi,2
puso e teng,1
thuto e maswe thata,0
lekgotla e monate thata,2
dikgethololo o dira sentle,2
thuto o dira kutlwelobotlhoko,2
Ke bona boeteledipele,1
Batho ba kgatelelo thuto,0
Batho ba bogale batho,0
Ke dikgwetlho polotiki,0
kgethololo e dikgwetlho thata,0
Ke bona polotiki,1
Re maswe ka tonakgolo,0
Batho ba mathata ditshwanelo,0
Batho ba bua ka dikgethololo,1
Ke kgotso kgethololo,2
Ke bona kgethololo,1
tonakgolo e tshiamo thata,2
thuto e teng,1
setšhaba e teng,1
polotiki e siame thata,2
modulasetilo o kae,1
Batho ba bua ka puso,1
Batho ba mathata dikgethololo,0
Re bogale ka palamente,0
thulaganyo e teng,1
Re itumelela ka thuto,2
modulasetilo e lapile thata,0
Re bosula ka setšhaba,0
boitekanelo e tshiamo thata,2
Ke bona boeteledipele,1
polotiki o dira boammaaruri,2
Ke bona kgethololo,1
Batho ba bogale lekgotla,0
ikonomi e boitumelo thata,2
polotiki o dira sentle,2
Ke sentle mmuso,2
Re tshiamo ka puso,2
Batho ba bua ka boeteledipele,1
Batho ba kagiso tonakgolo,2
Batho ba kutlwelobotlhoko thulaganyo,0
batho e tlhaelo thata,0
Ke mathata kgethololo,0
Ke pabalesego tonakgolo,2
boitekanelo o dira dikgwetlho,0
Ke lapile boitekanelo,0
Re itse palamente,1
Batho ba thabo boeteledipele,2
tonakgolo o dira boikepo,0
Batho ba dikgwetlho modulasetilo,0
Re itse mmuso,1
Batho ba bua ka tshiamelo,1
Re boferefere ka palamente,0
Ke pabalesego tokololo,2
Re bosula ka tonakgolo,0
tokololo o kae,1
kgethololo o kae,1
molao e botoka thata,2
Batho ba maswe modulasetilo,0
Re boitumelo ka mmuso,2
thulaganyo o dira siame,2
mmuso e teng,1
Re kutlwelobotlhoko ka tshiamelo,2
mmuso e tshiamo thata,2
Re boikepo ka tonakgolo,0
puso o kae,1
ditshwanelo e boferefere thata,0
Re rata ka kgethololo,2
Ke bona batho,1
palamente o dira thabo,2
puso o dira tlhaelo,0
Ke bona tokololo,1
Batho ba bua ka modulasetilo,1
setšhaba o kae,1
Batho ba bua ka boitekanelo,1
batho e kutlwelobotlhoko thata,0
Ke bona ikonomi,1
Batho ba bua ka ditshwanelo,1
Ke boammaaruri lekgotla,2
Batho ba bua ka mmuso,1
Batho ba boitumelo ditshwanelo,2
Ke mathata mmuso,0
Batho ba bua ka polotiki,1
Batho ba molemo batho,2
kgethololo o dira pabalesego,2
Ke tlhaelo modulasetilo,0
batho o dira tshiamo,2
Batho ba tlhong setšhaba,0
Ke tlhokafalo dikgethololo,0
Batho ba bua ka dikgethololo,1
Re itse boitekanelo,1
palamente e hutsafala thata,0
Ke thabo batho,2
ditshwanelo e kgotla thata,2
Batho ba kutlwelobotlhoko thulaganyo,2
Ke bona palamente,1
Re monate ka modulasetilo,2
Re itse thuto,1
Batho ba maswe dikgethololo,0
lekgotla e teng,1
ditshwanelo o dira bosula,0
ikonomi o dira monate,2
Batho ba boferefere tshiamelo,0
Re dikgwetlho ka lekgotla,0
Re siame ka ikonomi,2
polotiki e molemo thata,2
Ke bona boitekanelo,1
dikgethololo e hutsafala thata,0
Batho ba boikepo modulasetilo,0
Batho ba boikepo tonakgolo,0
polotiki o dira kutlwelobotlhoko,2
Re botlhoko ka dikgethololo,0
tokololo e monate thata,2
boeteledipele e dikgwetlho thata,0
puso e teng,1
Re dikgwetlho ka palamente,0
Re botlhoko ka ikonomi,0
Ke botlhoko ikonomi,0
Batho ba bua ka mmuso,1
Re kgalefo ka thulaganyo,0
ikonomi e teng,1
tokololo e molemo thata,2
kgethololo e teng,1
thuto e teng,1
Ke thabo boitekanelo,2
Batho ba hutsafala tonakgolo,0
Batho ba botoka thulaganyo,2
batho e tlhong thata,0
Batho ba bua ka palamente,1
Batho ba siame dikgethololo,2
Re molemo ka palamente,2
Re itse boeteledipele,1
Ke tlhokafalo kgethololo,0
modulasetilo e kgatelelo thata,0
Batho ba bua ka ditshwanelo,1
Batho ba bua ka batho,1
dikgethololo o dira tshiamo,2
Batho ba dikgwetlho puso,0
thulaganyo e teng,1
Ke sentle tokololo,2
Ke bona tonakgolo,1
Re itse ikonomi,1
Batho ba bua ka tshiamelo,1
Re dikgwetlho ka thuto,0
Ke boikepo ditshwanelo,0
ditshwanelo e kutlwelobotlhoko thata,2
Batho ba bua ka thulaganyo,1
ditshwanelo e boitumelo thata,2
Batho ba tlhong setšhaba,0
Ke lapile modulasetilo,0
thuto o dira siame,2
Batho ba dikgwetlho kgethololo,0
setšhaba o kae,1
Re tlhokafalo ka thulaganyo,0
molao e kutlwelobotlhoko thata,2
Ke itumelela thuto,2
Ke kutlwelobotlhoko ditshwanelo,2
Batho ba mathata boeteledipele,0
palamente o dira bogale,0
tonakgolo e teng,1
dikgethololo o dira itumelela,2
boeteledipele o dira tlhaelo,0
Batho ba bua ka dikgethololo,1
Re itse boeteledipele,1
ikonomi e maswe thata,0
thulaganyo o dira sentle,2
boitekanelo o kae,1
tokololo e teng,1
molao o dira boitumelo,2
Batho ba boferefere tshiamelo,0
Re itse dikgethololo,1
thulaganyo o kae,1
ditshwanelo e thabo thata,2
Batho ba boferefere ditshwanelo,0
Re itse polotiki,1
Batho ba bua ka tokololo,1
Ke kgatelelo kgethololo,0
ditshwanelo e lapile thata,0
Re itse tshiamelo,1
Batho ba kgotla boitekanelo,2
polotiki o dira tlhokafalo,0
ditshwanelo e teng,1
Batho ba bua ka molao,1
tshiamelo e siame thata,2
Ke bona dikgethololo,1
Batho ba bua ka mmuso,1
Ke bona ikonomi,1
polotiki o kae,1
Batho ba bua ka tokololo,1
Batho ba kagiso boeteledipele,2
Batho ba bua ka setšhaba,1
Re itumelela ka kgethololo,2
modulasetilo e teng,1
Batho ba molemo tonakgolo,2
Re kgotla ka molao,2
ditshwanelo e teng,1
Ke monate dikgethololo,2
boitekanelo o kae,1
palamente o kae,1
palamente e botlhoko thata,0
tonakgolo e teng,1
Ke dikgwetlho polotiki,0
thuto o dira boferefere,0
setšhaba o dira siame,2
Ke boferefere tokololo,0
dikgethololo o dira kutlwelobotlhoko,0
Re botlhoko ka ikonomi,0
polotiki e dikgwetlho thata,0
palamente o dira hutsafala,0
Ke kgotso molao,2
thulaganyo o kae,1
Ke botoka mmuso,2
Re bosula ka batho,0
Batho ba kgalefo boeteledipele,0
palamente o dira siame,2
Ke thabo mmuso,2
tonakgolo e itumelela thata,2
Batho ba bua ka thuto,1
Ke bona dikgethololo,1
tshiamelo e teng,1
Batho ba pabalesego tonakgolo,2
Batho ba boammaaruri lekgotla,2
Ke bona modulasetilo,1
Ke kutlwelobotlhoko tokololo,2
Re tlhokafalo ka setšhaba,0
dikgethololo o dira tlhokafalo,0
Ke bona palamente,1
Ke molemo thulaganyo,2
polotiki o kae,1
Re itse molao,1
tonakgolo e boikepo thata,0
ditshwanelo e teng,1
Ke kgotla boitekanelo,2
lekgotla e teng,1
Batho ba kgotso molao,2
Re botlhoko ka thulaganyo,0
Re thabo ka puso,2
Re itse thulaganyo,1
Re itumelela ka ditshwanelo,2
modulasetilo o dira kgatelelo,0
ditshwanelo e thabo thata,2
Re itse thulaganyo,1
boitekanelo e kgotla thata,2
Re itse molao,1
Batho ba bua ka polotiki,1
Ke bona dikgethololo,1
Ke lapile batho,0
setšhaba e teng,1
Re itse boeteledipele,1
Ke thabo setšhaba,2
Re rata ka setšhaba,2
polotiki e teng,1
Batho ba tlhokafalo setšhaba,0
Re tshiamo ka modulasetilo,2
setšhaba o dira tshiamo,2
Ke bona tshiamelo,1
dikgethololo o dira molemo,2
Ke bona tshiamelo,1
Re itse ikonomi,1
Ke bona thulaganyo,1
Re itse ikonomi,1
thulaganyo e boammaaruri thata,2
Ke sentle tshiamelo,2
puso o kae,1
Batho ba botlhoko batho,0
Ke kgalefo ditshwanelo,0
Re maswe ka palamente,0
palamente e teng,1
tshiamelo e kgatelelo thata,0
Re pabalesego ka thuto,2
batho o kae,1
Batho ba pabalesego thulaganyo,2
batho o dira thabo,2
Batho ba bua ka batho,1
Batho ba bua ka kgethololo,1
setšhaba e maswe thata,0
Batho ba bua ka ditshwanelo,1
Ke sentle thuto,2
Re itse boeteledipele,1
molao e kutlwelobotlhoko thata,0
tokololo e teng,1
tshiamelo e pabalesego thata,2
Ke thabo palamente,2
boeteledipele e rata thata,2
modulasetilo e botlhoko thata,0
setšhaba o kae,1
Re itse polotiki,1
Ke kgotla kgethololo,2
boeteledipele e teng,1
batho e kutlwelobotlhoko thata,2
palamente o kae,1
puso o dira kagiso,2
Re bosula ka kgethololo,0
Batho ba pabalesego palamente,2
Ke bona dikgethololo,1
Re tlhaelo ka puso,0
Re sentle ka molao,2
lekgotla e teng,1
Re itse thuto,1
Ke itumelela lekgotla,2
tokololo o dira bogale,0
modulasetilo o kae,1
boitekanelo e kutlwelobotlhoko thata,2
Batho ba bua ka thulaganyo,1
Batho ba bogale batho,0
tokololo e siame thata,2
Batho ba monate thuto,2
Ke kutlwelobotlhoko boitekanelo,2
Batho ba bua ka batho,1
Ke bona setšhaba,1
Re itse mmuso,1
molao e kutlwelobotlhoko thata,0
puso o dira dikgwetlho,0
lekgotla e teng,1
Re itse tokololo,1
Ke botoka thulaganyo,2
Ke rata molao,2
Ke siame dikgethololo,2
Re siame ka modulasetilo,2
Re monate ka tshiamelo,2
modulasetilo o dira hutsafala,0
Ke sentle thuto,2
palamente e teng,1
mmuso o dira botlhoko,0
molao e maswe thata,0
tshiamelo o kae,1
Batho ba bua ka setšhaba,1
Ke bogale boeteledipele,0
dikgethololo e kutlwelobotlhoko thata,2
modulasetilo e tlhaelo thata,0
Ke kgotla polotiki,2
Re sentle ka dikgethololo,2
kgethololo e lapile thata,0
Ke bona tokololo,1
Ke monate batho,2
tshiamelo o kae,1
boeteledipele e teng,1
dikgethololo e teng,1
Re maswe ka polotiki,0
Re kagiso ka tshiamelo,2
Ke bona polotiki,1
ditshwanelo e teng,1
Batho ba molemo dikgethololo,2
Ke bogale molao,0
Batho ba botoka boitekanelo,2
Ke boitumelo ikonomi,2
thuto e tshiamo thata,2
lekgotla e tlhong thata,0
Batho ba sentle tokololo,2
kgethololo o dira boitumelo,2
Ke boammaaruri setšhaba,2
tokololo o kae,1
thulaganyo o kae,1
tokololo e teng,1
Re tlhong ka ditshwanelo,0
molao e dikgwetlho thata,0
molao e tshiamo thata,2
Ke bona kgethololo,1
Batho ba boikepo dikgethololo,0
Re itse kgethololo,1
modulasetilo o dira tshiamo,2
boeteledipele o dira kutlwelobotlhoko,0
thuto o kae,1
molao o dira molemo,2
dikgethololo e teng,1
Ke tshiamo batho,2
Batho ba bua ka thuto,1
Re maswe ka mmuso,0
Re monate ka ditshwanelo,2
thuto e bogale thata,0
polotiki e kutlwelobotlhoko thata,2
mmuso o dira sentle,2
Ke maswe thulaganyo,0
Batho ba monate batho,2
Ke bona molao,1
Batho ba bua ka ikonomi,1
thuto o dira boikepo,0
puso e thabo thata,2
Batho ba kgatelelo tshiamelo,0
palamente o kae,1
dikgethololo e teng,1
Batho ba bua ka thuto,1
polotiki e kgalefo thata,0
tonakgolo o dira boferefere,0
Batho ba botlhoko thulaganyo,0
Ke bona kgethololo,1
ikonomi o dira kgalefo,0
tonakgolo e teng,1
Re itse dikgethololo,1
Ke tlhong mmuso,0
Batho ba monate palamente,2
tokololo e teng,1
mmuso o dira lapile,0
tokololo e teng,1
Ke rata tshiamelo,2
Ke tlhaelo dikgethololo,0
Re itse ikonomi,1
ikonomi o kae,1
Re maswe ka mmuso,0
Re itse ikonomi,1
Batho ba bua ka dikgethololo,1
Re mathata ka modulasetilo,0
kgethololo o dira kgotla,2
Re itse puso,1
Ke kgalefo ditshwanelo,0
Re itse thuto,1
Batho ba monate tshiamelo,2
tshiamelo e kgalefo thata,0
Re itse batho,1
Batho ba rata dikgethololo,2
Ke bona tshiamelo,1
tokololo o dira molemo,2
tokololo e monate thata,2
puso e pabalesego thata,2
Batho ba bua ka boitekanelo,1
Batho ba hutsafala tshiamelo,0
Ke bosula thuto,0
Ke bona ikonomi,1
boeteledipele e kgotso thata,2
Batho ba tlhaelo tshiamelo,0
Re itse tshiamelo,1
tonakgolo o dira thabo,2
Re molemo ka batho,2
lekgotla o dira itumelela,2
Batho ba boferefere polotiki,0
Batho ba kgotso kgethololo,2
Ke bogale lekgotla,0
Re thabo ka palamente,2
Ke bogale lekgotla,0
tshiamelo e teng,1
molao o dira lapile,0
Batho ba lapile thuto,0
Ke kutlwelobotlhoko thulaganyo,0
Re kutlwelobotlhoko ka batho,0
Ke bona molao,1
tokololo e tlhaelo thata,0
dikgethololo o dira boferefere,0
Re itse ditshwanelo,1
Re hutsafala ka palamente,0
Batho ba siame boeteledipele,2
Re botlhoko ka ikonomi,0
molao e monate thata,2
puso o dira kgotso,2
mmuso o dira sentle,2
lekgotla o kae,1
Batho ba kgotso lekgotla,2
